id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
1017619,13:14: The Challenge of Helping,5.7,15,Released,2022-09-16,0,89,False,/aSUpscro9lZB0uYC4S3NxuZDZKn.jpg,0,https://www.primevideo.com/detail/0QPIVLUPQOKQC9YQRPQERUI4Z9/ref=atv_hm_hom_1_c_cjm7wb_2_1,tt16292538,es,13:14: El Reto de Ayudar,"On September 19, 2017, at 1:14 p.m., an earthquake devastated Mexico City and its environs. Immediately, citizens mobilized to help, including the actor and youtuber Juanpa Zurita who quickly organized a group of friends that included singers, actors, content creators and other celebrities from the world of entertainment who helped him raise funds for the reconstruction of the city.",3.983,/5dwR8Qj1uKXYfJAekOfctuiJzAz.jpg,"If a natural disaster affected your country, what would you do?","Documentary, History, TV Movie","3Pas Studios, Arco Entertainment Media, Amazon Studios","Mexico, United States of America",Spanish,"mexico city, mexico, earthquake, celebrities, youtuber"
88953,The Ear,7.336,55,Released,1970-02-18,0,94,False,/bjuttI5ewihYXhODlYXv82iKU1A.jpg,0,,tt0066498,cs,Ucho,Senior ministry official Ludvik and his wife Anna come back from an official party only to find their home has been broken into and is riddled with listening devices. A harrowing night follows as the couple becomes more and more paranoid that they’re being targeted by the government.,3.115,/2imasBvAgbGyzUrUvy5xcNe8mhO.jpg,,"Thriller, Drama",Filmové studio Barrandov,Czechoslovakia,Czech,
40635,Just Desserts,6.5,15,Released,2004-01-01,0,92,False,/1zJuMR5q3K82HaEZi8vSE9VL3zo.jpg,0,,tt0363728,en,Just Desserts,"Marco Poloni's family owns a bakery in the Bronx and it seems that they have fallen on hard times and his family is considering selling the bakery. Marco then decides to enter a baking competition hoping that the money and publicity will help them. But he needs a partner, so her asks Grace Carpenter, the baker of restaurant, but unfortunately they started off on the wrong foot, but she agrees. So they go to the competition and things seem to be looking good except for a few complications. One of the other contestant Jacques du Jacques is Marco's former classmate at the Academy, whom he says betrayed him. Emil, one of the judges, is Marco's former instructor at the Academy whom he did not leave a good impression on. And Marco's temper. So will they be able to pull it off. And at the same time Marco finds himself attracted to her but she already has a boyfriend.",2.569,/wpQjwZsPaDp6hUUMY2u6eesPJvf.jpg,,"Comedy, Romance","Hallmark Entertainment, Alpine Medien Productions, Larry Levinson Productions",United States of America,English,
193105,Virgil Bliss,4.8,7,Released,2001-01-01,0,93,False,,0,,tt0276607,en,Virgil Bliss,"Fresh out of a long stretch in prison, Virgil Bliss (Clint Jordan) vows to go straight in this gritty, character-driven drama. But finding a job, a wife and a sense of purpose doesn't come easy when you're living in a halfway house surrounded by junkies and thugs. Things start to look up when Virgil falls for Ruby (Kirsten Russell), a prostitute and fellow lost soul, but her drug addiction stands in the way of his shot at a normal life.",1.731,,,,,United States of America,English,
407547,Beiimaan Love,2.7,7,Released,2016-08-05,0,120,False,,0,,tt5227468,hi,Beiimaan Love,A  young and ambitious woman's life suddenly comes crashing down when she is betrayed in love. Determined to get revenge she reinvents herself as a successful businesswoman.,2.398,/umMCtfuxCDtJMlrizf6rtnWrYSu.jpg,A perfectly imperfect love story,"Thriller, Romance",,,Hindi,romance
38967,Nobody's Perfect,5.3,15,Released,1990-02-02,0,90,False,/7LgsG2EwgARlID8oq1fEqZAAkx0.jpg,0,,tt0097994,en,Nobody's Perfect,"Steve is a college freshman who plays tennis for the school. But he falls desperately in love with Shelly, also a tennis player. It's all downhill from there. Steve can't eat, he can't sleep, his grades drop, and he gets kicked off the tennis team. What can he do? Well, his resourceful friend suggest turning Steve into a woman in order to get him close to Shelly who doesn't know he is alive.",3.061,/j2eMp2eTNkPZr1GDOTxiG9p7v6H.jpg,The new girl on the tennis team has real balls.,Comedy,Panorama Film International,United States of America,English,
50401,Pursuit to Algiers,6.778,54,Released,1945-10-26,0,65,False,/85boGrk5fP4mmGiiOEIhaO5xfE3.jpg,0,,tt0038008,en,Pursuit to Algiers,"After the King of Ruthenia has been assassinated, Holmes and Watson are engaged to escort his son to Europe via Algiers, aboard a transatlantic ocean liner which also carries a number of  suspicious persons, any of whom may be involved in a plot to also assassinate him.",6.481,/gkhEUBlbiLULLJxSrbsYZdlwxdZ.jpg,,"Adventure, Crime, Mystery",Universal Pictures,United States of America,English,"assassin, heir to the throne, ocean liner, black and white, knife throwing, algiers, algeria, sea voyage, assassination attempt, stolen jewelry, sherlock holmes"
497721,Zombiebox,3.6,15,Released,2018-01-25,3004952,62,False,/A8szQmC5WNCfNlWaWPHinEwq0u1.jpg,0,,tt7926840,ru,Zомбоящик,A compilation of shamefully bad skits.,0.933,/jqjHLLjD755ZjTWDoodfpyIecYl.jpg,,Comedy,Comedy Club Production,Russia,Russian,"black humor, comedy club"
32934,Train of Shadows,6.8,15,Released,1997-12-13,0,88,False,/zuJPrq6TiJCBkjImEzcqjbE8bIv.jpg,0,,tt0120371,es,Tren de sombras,"Experimental silent homage to the origins of cinema, recreating the apparent disappearance of a French photographer in the 1920s.",1.4,/3WCTt9yLUL4CXu6PuFnPAzjMrH.jpg,The spectre of Le Fleury,Drama,"FICC, 59 Films, Grupo Cine Arte",Spain,Spanish,"silent film, homage, 1920s"
80544,A Christmas Wish,5.935,54,Released,2011-11-20,0,93,False,/AsqWVWuv5QoVSnLcIS3GrWST5ye.jpg,0,,tt1577038,en,A Christmas Wish,"MARTHA EVANS has been abandoned by her ne'er-do-well husband, who took all their cash and left her homeless and virtually destitute with her two daughters and stepson. Martha leaves town in hopes of finding a job and a place to stay, she finally finds a job at a sleepy rural diner, formerly famous for its home-made root beer. But with her car broken down and the bills piling up, it looks like it's going to be a bleak Christmas for the Evans family. However, there are warm hearts working behind the scenes that ultimately make this the happiest holiday of Martha's life -- a real answer to her prayers",6.889,/vr6j28yj9kfl7TOO3J0BWoaUSEX.jpg,,"TV Movie, Family, Drama, Comedy",Halestorm Entertainment,United States of America,English,"prayer, bullying, single mother, car trouble, holiday season, christmas"
196795,Giuramento,6.6,7,Released,1982-04-24,0,0,False,,0,,tt0084007,it,Giuramento,,1.162,/65Ghuh4UasgvCCsLHtXvGdYPnpM.jpg,,,,,Italian,
362199,Organism,3.4,7,Released,2010-07-10,0,14,False,,0,,tt1534048,en,Organism,"The story of the on / off relationship of high school lovers Carmen and Jen. Sometimes surreal but always sexy, this short film places the spotlight on relationship blues in a palette of dayglo pink and blood red.",0.6,,,,,,,
162746,Danses espagnoles,5.7,7,Released,1928-04-29,0,7,False,,0,,tt0132076,fr,Danses espagnoles,"Carmencita Garcia, a Spanish flamenco dancer, performs two dances.",0.6,,,,,France,No Language,woman director
47412,Trapped in Space,4.2,15,Released,1994-02-01,0,87,False,,0,,tt0108380,en,Trapped in Space,"After an accident during a routine trip to Venus, a spaceship has only enough oxygen left for three people... out of five on board.",2.039,/7lFOR2cp0dSqoeshkzyOLCZPZee.jpg,,"Science Fiction, Thriller, TV Movie","Paramount, C.N.M. Entertainment Ltd., Wilshire Court Productions",United States of America,English,"spacecraft, based on novel or book, asteroid, space travel, survival, disaster, venus the planet"
542420,The Other Story,6.6,7,Released,2018-10-25,0,112,False,/j1UxOENkKRNvszj8Y4jqTYfcIT1.jpg,0,,tt8510206,he,סיפור אחר,"Tto rebellious young women - one fleeing the chaos of secular hedonism for the disciplined comforts of faith; the other desperate to transcend her oppressive religious upbringing for sexual and spiritual freedom - cross paths unexpectedly in Jerusalem, to startling consequences.",2.248,/uKpS18rwMJrB6QNNggSFtXtfw83.jpg,,Drama,"Metro Communications, MiLa Media",Israel,Hebrew,
34063,The Chicken,6.5,15,Released,1965-07-19,0,15,False,,0,,tt0059613,fr,Le Poulet,"The Chicken [Le Poulet] is a 1965 French short comedy film directed by Claude Berri. The film follows a father, mother, and son who go to visit a chicken farm. The son catches and brings home a chicken. The father plans to eat it if the chicken doesn't lay eggs. The boy aims to save the chicken and comedy ensues. It won an Oscar in 1966 for Best Short Subject.",1.346,/4dGsTYQOJU9YbBHPQFC3Nb1jp2x.jpg,,"Comedy, Family",,France,French,short film
43966,Bwana Devil,4.6,7,Released,1952-08-22,0,79,False,/klEM7qmdQfRIToP8syoSF0ulff5.jpg,0,,tt0044462,en,Bwana Devil,British railway workers in Kenya are becoming the favorite snack of two man-eating lions. Head engineer Bob Hayward becomes obsessed with trying to kill the beasts before they maul everyone on his crew.,1.485,/kHjj8lWg5onfmcl8cxc0gfptwAJ.jpg,The world's FIRST FEATURE LENGTH motion picture in Natural Vision 3 Dimension,"Action, Drama","Oboler, United Artists, Gulu Productions",United States of America,English,lion
179020,Le Chasseur de chez Maxim's,5.571,7,Released,1976-04-14,0,90,False,/fpc1ET44OjJPH59fAnVoJr9kVf9.jpg,0,,tt0155609,fr,Le Chasseur de chez Maxim's,The love story like no other of an aristocrat with the daughter of the bellboy at Chez Maxim's restaurant.,0.912,/whVTL9idK8UpV21WekJ5YHC3qte.jpg,,Comedy,,,French,
71827,Patriotism,6.904,52,Released,1966-04-12,0,28,False,/q9XuWoakCeMyJyem2wP3uJBb8kD.jpg,0,,tt0059936,ja,憂國,Two characters on a Noh stage dramatize the rite of love and death of Lieutenant Shinji Takeyama and his wife Reiko.,4.909,/cNfpYGN2ALvg6qmSL2wek84umHO.jpg,,"Drama, Romance","TOHO, Art Theatre Guild",Japan,"Japanese, No Language",
189586,In the Border States,5.5,15,Released,1910-06-13,0,15,False,,0,,tt0001265,en,In the Border States,"During the Civil War, a father living in a border state leaves to join the Union Army. After he leaves, Confederate troops forage on his property, where a soldier encounters one of his daughters. The father himself is wounded on a hazardous mission and must run for his life, pursued by Confederate soldiers.",1.996,/32Lt6GpF9GPQoI1sGcT3LiYqc5v.jpg,,"Drama, War",American Mutoscope & Biograph,United States of America,No Language,american civil war
470524,I Can Speak,7.904,52,Released,2017-09-21,0,119,False,/jivtx9El0WUeUZ5hrLBQQi4Bh8t.jpg,0,,tt7342204,ko,아이 캔 스피크,A grumpy old woman befriends a young civil servant and learns English from him. She then reveals to him her shocking past.,7.78,/eWiF02XDioGy6KfaW0G3cKzZlAK.jpg,Want to hear my story?,"Drama, Comedy","Myung Films, Little Big Pictures, Lotte Entertainment",South Korea,"Korean, English","war crimes, hearing, elderly, government official, testify, comfort women"
534110,100 Days of Loneliness,6.2,15,Released,2018-07-06,0,93,False,/crAE3Me0SgUyhWHA3yOg2bcQNIp.jpg,0,,tt8156742,es,100 días de soledad,An extraordinary and touching tale about a man alone in the nature.,1.76,/Ye8VzQ9XYcDWEJhqoDkUOWRzu2.jpg,,"Documentary, Drama",,Spain,Spanish,
190851,Les Apaches,4.9,15,Released,2013-08-14,0,100,False,,0,,tt2848070,fr,Les Apaches,"While thousands of tourists invade the beaches, camping grounds and clubs, five teenagers from Porto Vecchio hang out. One evening one of them leads the others to an unoccupied luxury villa. They spend the night there. Before they leave, they steal some objects of no value and two prize rifles. When the house owner arrives from Paris, she complains about the theft to a small local boss she knows…",0.914,/i4I0og96iBXAgu3vnMNLoofNQGT.jpg,,Drama,,France,French,
36741,School for Scoundrels,6.981,52,Released,1960-03-24,0,94,False,/aoVrRxG9g2nJ44CLoDuF69oALAV.jpg,0,,tt0054279,en,School for Scoundrels,"Hapless Henry Palfrey is patronised by his self-important chief clerk at work, ignored by restaurant waiters, conned by shady second-hand car salesmen, and, worst of all, endlessly wrong-footed by unspeakably rotten cad Raymond Delauney who has set his cap at April, new love of Palfrey's life. In desperation Henry enrolls at the College of Lifemanship to learn how to best such bounders and win the girl.",4.95,/4GJ5HGdQuBBQGvmzPLjuLQt4EQ2.jpg,Learn to gain weight by LOSING scruples!,Comedy,"Guardsman Films, Associated British Picture Corporation",United Kingdom,English,"london, england, tennis, competition, loser, romance, car salesman, dirty tricks, self help guru, cad"
123611,Tokatçı,7.3,51,Released,1983-01-01,0,83,False,/6UCOo1y1UtuhYBNsd4jLJe6hITG.jpg,0,,tt0253822,tr,Tokatçı,A tragicomedy dramatizing how an innocent villager is driven into the crime world only to collect enough cash to make his biggest dream come true: Return to his village home and marry the girl next door.,2.363,/k06pQoVEKr9sOC8N63ECLXcB8gF.jpg,,Comedy,Cem Film,Turkey,Turkish,
413762,The Levelling,6.23,51,Released,2017-05-12,0,83,False,/7EEQ9UZ7xIKozjDHGJLTz1nWHwa.jpg,1282545,,tt5158522,en,The Levelling,Clover is finishing a veterinary course when her brother dies and she is called home to her family's struggling Somerset farm.,3.396,/tLp1mJMvoeQm1xKxQUzja8swRua.jpg,,Drama,Wellington Films,United Kingdom,English,"parent child relationship, flooding, sorrow, death, woman director, loss of brother, rural life, somerset"
3510,Shem,5.286,7,Released,2004-03-31,0,94,False,/grL9c8XryN8b42LHmIaO2wa5gkz.jpg,0,,tt0406214,en,Shem,A young Jewish boy travels europe in search of the grave of his Great Grandfather who was killed by the Nazis in the War.,1.087,/pHEekI1p68N0dGsipEjTwwiJnb2.jpg,,Drama,"BIF Productions, Visual Factory","United Kingdom, Israel","English, Hebrew","london, england, grandparent grandchild relationship, holocaust (shoah)"
479001,Gogol. A Terrible Vengeance,6.824,51,Released,2018-08-30,7141571,106,False,/3284esJ3fFNgceQGAjnrBt3Blg8.jpg,0,,tt8744094,ru,Гоголь. Страшная месть,"Soon after Gogol's death, Binh names him guilty for the deaths of the Cossacks and the young women at the hands of the Dark Horseman, since he was the one who ordered them to be hidden in the barn. Bomgart is unable to perform a post-mortem analysis on the Gogol's body, while Vakula's daughter Vasilina (who secretly has magic abilities) proclaims denial about Gogol's demise.",3.562,/x3CvYXM1WD8o8hMu8zbmAz7E8so.jpg,Start With The Finale,"Mystery, Thriller, Horror, Adventure",Sreda,Russia,Russian,
403064,She and Her Cat: Everything Flows,6.81,51,Released,2016-05-21,0,28,False,/eVWGvkxYuDy4xZWiUPEu9eQ2ItE.jpg,0,,tt5321682,ja,彼女と彼女の猫 -Everything Flows- 完全版,"This simple, charming series follows a young woman as she job hunts and experiences various changes in her life, all while her cat Daru remains the supportive constant.",14.492,/4OSae4mV9FEFOBIz8BUc2U0KyDy.jpg,,"Animation, Drama","LIDENFILMS, CoMix Wave Films, Ultra Super Pictures, Lantis, Tokyo MX, TOHO",Japan,Japanese,"cat, love of animals, coming of age, grief, animal lover, anime, cat owner, domestic cat, animal story"
32158,The Restless,5.902,51,Released,2006-12-20,0,102,False,/axvA2FtmG7sjc4ZGrSoRvujWSPf.jpg,0,,tt0929261,ko,중천,"After his beloved fiancée is killed by demons, Yi Gwak joins the royal demon-hunting squad and distinguishes himself as a great hero. And though Yi eventually falls in battle, his adventures are just beginning. His spirit is whisked away to Joong-cheon, a place between heaven and earth where souls await reincarnation -- and where the final, epic clash between the forces of good and evil will be played out.",5.922,/wjrbxFtyBjnjdzRDQuLcoxmpKv1.jpg,"Between heaven and earth, where love became a legend.","Fantasy, Romance",Nabu Films,South Korea,Korean,
45891,The Ten Lives of Titanic the Cat,5.1,7,Released,2007-10-31,0,74,False,/lgM1l7E5F8SrgGyf6Tea7qbyS3o.jpg,0,,tt1087873,no,Titanics ti liv,"A young girl finds excitement over the prospect of an ocean cruise, suddenly offset by a series of bizarre visions.",1.172,/zJBSNGDMzL3EvQjuEzYqU0fB186.jpg,,"Mystery, Family",Nordisk Film Denmark,Norway,Norwegian,"black cat, woman director"
646150,Acceleration,5.745,51,Released,2019-11-08,0,85,False,/tlIWzVyhD8ctqTr9ivwc8Sfs79S.jpg,3000000,,tt9534808,en,Acceleration,"After being double crossed by his most trusted operative, a ruthless crime lord takes revenge by kidnapping the her son. Overwhelmed with fear, the operative is given one night to make up for her misdeeds by systematically eliminating his enemies. As the hours rush by, the steaks begin to rise and the darkened city streets turn into a brutal and bloody battle ground.",6.797,/e4dXjhIzuBDeoEybnL6i5eQKzHb.jpg,Action has never been this fast.,"Action, Thriller","7Heaven Productions, CineTel Films, MCMFILMS",United States of America,English,
149444,Dog Days,5.167,15,Released,1970-11-30,0,100,False,/ddiBgQ8emofGu2oObqj1uxt4DwF.jpg,0,,tt0066320,sv,Rötmånad,Somewhere in the archipelago outside Sandhamn lives the barber Assar Gustafsson and his 17-year old daughter Anna-Bella...,1.108,/bXHuAiPf9w8UJAtQbdMVmNjoEOM.jpg,,"Comedy, Drama",SF Studios,Sweden,"Finnish, Swedish","daughter, brothel, sweden, prostitution"
387773,Little Bitches,5.5,51,Released,2018-01-23,0,95,False,/cUh0QRrtPLWYHZyw6VpsMijOkhT.jpg,0,http://www.sonypictures.com/movies/littlebitches/,tt5292624,en,Little Bitches,A group of friends vow to open their college acceptance letters at the same time during the big end-of -year party.,6.199,/9qmyiAMBAF80DdNItPGdG5BcdZV.jpg,Best Friends for Never,"Comedy, Romance, Drama",Sony Pictures,United States of America,English,"high school, beer, school party, marijuana, best friend, high school friends, good cop bad cop"
59959,You Won't Have Alsace-Lorraine,4.833,51,Released,1977-10-19,0,92,False,/mxHIl2i4Yd6MTgEXo7kcxu4b17o.jpg,0,,tt0076897,fr,Vous n'aurez pas l'Alsace et la Lorraine,"Whilst King Gros Pif I amuses himself at debauched banquets, his musketeers pursue their tax-collecting duties with a malicious zeal. Goaded by the court jester (who is also the Queen’s lover), the ministers decide to put an end to this regime and have the King locked up. Hearing the news, the famous Chevalier Blanc comes to his rescue. Aided by the knight and his cousin Lucienne, the King flees to Flanders, where he devises a scheme to win him back the throne of France...",4.933,/79k4R2ahO0Vw4RZBDGHCzAbMf1V.jpg,,Comedy,"AMLF, Les Films du Triangle, World Productions","France, Belgium",French,"infidelity, france, queen, parody, flanders, tax collector, knight, musketeer, middle ages (476-1453), jester, peasants vs. royalty, conspirators"
181564,Za posledney chertoy,6.4,7,Released,1991-07-09,0,107,False,/yg88L2yibNymQuyLme67nWUJVp1.jpg,0,,tt0204752,ru,За последней чертой,"An ex-convict Viktor Dremov, who is also an ex-boxer, tries to mend his ways and start a new life but his former girlfriend is marrying another man (some old antiquarian), while local thugs rob him of his car and press him constantly trying to make him work for them. Being framed and hunted he should kill them all before he becomes a broken or a dead man.",1.169,/vq1t53FESEJVuFzPBnDxgWdzjoE.jpg,,"Action, Crime, Drama",Mosfilm,Soviet Union,Russian,
170087,Hammerhead,5.3,7,Released,1987-01-01,0,90,False,/1e67zcLJTFuNRNnY84oCuRJLBcD.jpg,0,,tt0178546,en,Hammerhead,"A detective's hunt for the man who murdered his friend takes him to the Caribbean, where he finds himself enmeshed in a web of corruption and murder.",1.221,/9oNsdJX9ogyKtaIepnxjKdUECmo.jpg,,Action,"INIP, Filmustang","United States of America, Italy",English,"detective, murder, caribbean sea"
715158,Harry Styles: Behind the Album - The Performances,8.3,7,Released,2017-05-12,0,54,False,/8rFrXutpZA5JK4QFOST8NeVbNHy.jpg,0,,,en,Harry Styles: Behind the Album - The Performances,"With a full band at his side, Styles performs songs from his debut album in London's legendary Abbey Road Studios.",0.6,/t7t3XmrHYeXIjAqolj1yK4G14sN.jpg,,"Music, Documentary","Apple, Fulwell 73",United Kingdom,English,live performance
138223,Forced Entry,4.3,15,Released,1976-06-23,0,88,False,/5LQk5zwXFZMl52ThvgEENtALSpH.jpg,0,,tt0087282,en,Forced Entry,A serial rapist stalks and murders prostitutes.,3.972,/3jS0tmv8WL5U49FdNjuanDbepbP.jpg,Where do you go when there's no place to hide?,Thriller,"Kodiak Films, Productions Two",United States of America,English,"prostitute, rape"
553776,Suffocation,7.2,15,Released,2018-10-23,0,88,False,/i8UxUnbdTIQnYXSnAdaVHRo7Hmh.jpg,0,,tt6560352,es,Asfixia,"After getting out of jail, where she learned to care for the sick, Alma, an albino woman, is determined to recover at any cost something much more important than her own freedom. In order to do so, Alma must spend her nights taking care of Clemente, a hypochondriac compulsively obsessed with avoiding sudden death. Their relationship moves through suspicion, fear and compassion to tenderness and love.",2.059,/8UWNllCkBgOf1DhEWJhPHed1Zn4.jpg,,Drama,,Mexico,Spanish,"poverty, ex-con, motherhood, nursing, mother daughter relationship, albinism, ciudad de méxico"
852696,Immanence,4.467,15,Released,2022-02-04,0,93,False,/6b0qE39yTt8xGa20z9zjekgRbmg.jpg,0,,tt11626108,en,Immanence,"Radio astronomers discover a mysterious signal in the deep sea that could be contact with extraterrestrials. After several terrifying manifestations threaten their beliefs, the team must fight to survive the ultimate evil.",5.933,/hpw0PhpkZozPDzPkW2FFnHxvyHQ.jpg,The search for God is an open door for the Devil.,"Horror, Thriller",Bluefields Entertainment,,English,
13390,Tortured,5.4,50,Released,2008-09-10,0,107,False,/qfFYlfWCuSKlIuB7CQkvw1c5P94.jpg,0,,tt1029167,en,Tortured,A mobster orders an undercover FBI agent to torture an accountant.,7.091,/cW5JbYhlszErkc3g1SHjEHNFLdy.jpg,Sometimes the only way to stop a criminal is to become one.,"Crime, Thriller","Tortured Productions, Five Star Pictures, Insight Film Studios, Proud Mary Entertainment","Canada, United States of America",English,"undercover, fbi, flashback, mobster, gang, torture, drugs, agent, accountant"
432167,Selfie 69,6.8,50,Released,2016-09-16,0,116,False,/uM8r5lbpyWMUFmUMopyb0Myeu9d.jpg,0,,tt4796634,ro,Selfie 69,"Your best friends are also the friends who'll make you do the stupidest things. After parting hardcore, Roxi, Yasmine and Ana meet in a bet that will change their lives: Who gets married first in three days?",4.92,/aCpAQEC42FzNF0HoLIitFmpGVtu.jpg,,"Romance, Comedy, Action",Zazu Film,Romania,Romanian,
185591,The Eagle with Two Heads,7.1,15,Released,1948-09-22,0,93,False,/eWI505zhxQm9nqFkKd0P8rHyJNM.jpg,0,,tt0039135,fr,L'Aigle à deux têtes,"Political intrigue and psychological drama run parallel. The queen is in seclusion, veiling her face for the ten years since her husband's assassination, longing to join him in death. Stanislas, a poet whose pen name is Azrael, is a suicidal anarchist, his imagination haunted into hate by longing for this queen who's drawn apart. He enters her private quarters intent on killing her then himself, but they fall in love, in part because he looks like the king. Stanislas wants her to regain political power by appearing to the public, and she tries to convince him to find hope and escape. All the while, the queen's enemies plot to keep the lovers together but to thwart their plans.",1.735,/sUSRZlqY1DbvbvU3OnhCMp124hm.jpg,,Drama,"La Société des Films Sirius, Les Films Ariane",France,French,anarchy
74433,Boobs in the Wood,5.9,7,Released,1999-06-14,0,105,False,/2cpepgSkr6ONwh6BJuEOSBf04BW.jpg,0,,tt0365010,en,Boobs in the Wood,"Jim Davidson is back with his most outrageous show ever - BOOBS IN THE WOOD! This hilarious Adult Panto, exclusive to video, captures the filthy follow-up to the Saucy SINderella in all its shocking glory. Strictly for GROWN-UP girls and boys only! This X-Rated Panto sees Jim playing the WICKED Sheriff of Nottingham, who has his eyes on a bag of loot, Maid Marion's assets and anything else that takes his fancy. He may even get his WICKED WAY - unless Robin and his Merry Men can stop him. Filmed in front of a packed house, the hysterical BOOBS IN THE WOOD is BIG, BAD, RUDE and CRUDE - and sure to leave you in stitches",1.997,/mAMxyWRt6zzWMm54di9DWiKWJW7.jpg,Filthier than Friar Tuck's loin cloth,Comedy,,,English,"pantomime, double entendre, myth"
57015,Ivo il tardivo,5.967,15,Released,1995-10-03,0,110,False,/vSEgszQYP8GPIsf1W08ir9tN6q1.jpg,0,,tt0113444,it,Ivo il tardivo,,1.977,/orRzIlfDe7SihMh3eYfFvqI93pG.jpg,,"Comedy, Drama",Union P.N.,Italy,Italian,
213876,The Secret Life of Adolf Hitler,6.1,7,Released,1958-08-12,0,53,False,/h1cS6WCbSpO8NZ4qUQufkyHueiL.jpg,0,,tt0499562,en,The Secret Life of Adolf Hitler,"1950's television documentary special that includes interviews with Hitler's sister Paula Wolf and a fellow prisoner who was incarcerated with Hitler, actual footage shot by the Nazi's and Eva Braun's rare home movies.",0.6,/zbAVveR9hT2U7lsSktXJ30MZsiX.jpg,,Documentary,,,,
620631,Wannabe Courageous,5.0,14,Released,2019-06-04,0,89,False,/iwy0PX6btIMOwYzPQIKyUwlbqMB.jpg,0,,tt10446658,ar,سبع البرمبة,"Omar marries Nesma despite her father's objection. After the wedding ceremony, they're attacked by unknown men. During her escape, Nesma is injured. Awakening from a coma, she refuses to see Omar because she doesn't feel safe with him. He goes to a psychiatrist to help him solve the problem.",3.105,/jr89txflPdXYKktrSQviY76r1SV.jpg,Sabae Al Boromba,Comedy,United Bros. Studios,Egypt,Arabic,"love, scared"
160020,Mae Day: The Crumbling of a Documentary,4.714,14,Released,1992-01-30,0,10,False,/3vLY0gImE1QKoymhDKM1xkYc8fW.jpg,0,,tt0210164,en,Mae Day: The Crumbling of a Documentary,"After their student documentary project falls apart, the two directors proceed to make a documentary about their failure.",1.351,/8jonA2askDsn55r3uyfDSFG7uAV.jpg,,Documentary,Vancouver Film School,Canada,English,
30872,The Devil's Honey,5.4,49,Released,1986-08-21,0,83,False,/vNbqef4P5eJ6VNpHsHVaH3Q0LGL.jpg,0,,tt0090903,it,Il miele del diavolo,A young woman abducts a doctor whom she holds responsible for the death of her boyfriend and subjects him to various sexual torture acts.,12.436,/9E7ejiRnm0haKdlcMvIJIgLjbQJ.jpg,,"Thriller, Drama","Balcázar, Selvaggia Film","Italy, Spain","English, Italian, Spanish","perversion, bdsm"
201893,Treasures of Lake Kaban,5.2,14,Released,2013-05-01,1431461,110,False,/8rUCTLUqvNPdulRnjnf5DX1abw8.jpg,6000000,,tt2572764,ru,Сокровища О.К.,"Kirill and Gulnara are looking for the legendary treasure of Ivan Grozny... Maybe they will find it, maybe not - but they will definitely find each other.",5.047,/fSPCp2jmsvx0Ki27yafFuw0c88p.jpg,There's no time to explain,"Comedy, Adventure, Romance",Anno Domini Company,Russia,Russian,bound and gagged
566219,Sea of Shadows,7.7,49,Released,2019-09-20,0,106,False,/3fwEwcrPjDCPzRpOXtc1KAQ6PDA.jpg,0,https://films.nationalgeographic.com/sea-of-shadows,tt9326056,en,Sea of Shadows,"The vaquita, the world’s smallest whale, is nearing extinction as its habitat is destroyed  by Mexican cartels and the Chinese Mafia, who harvest the totoaba fish, the “cocaine of the sea.” Environmental activists, the Mexican navy, and undercover investigators are fighting back against this illegal multimillion-dollar business.",4.175,/kfhfEO6B1iMwws39baemqF6TeXM.jpg,"The cartels, the black market and the fight to save a species.",Documentary,"Terra Mater Factual Studios, National Geographic, National Geographic Documentary Films",Austria,"English, Spanish",
456562,Raabta,6.1,49,Released,2017-06-08,0,147,False,/yfsDFQq9RN28aYfxM3MuVQ21AcO.jpg,0,,tt5542802,hi,राब्ता,"An inseparable couple Saira and Shiva find themselves in a complicated situation when a stranger claims to be her reincarnated lover from their previous lifetime, hellbent on destroying their relationship and winning her back.",3.747,/ovdpOhdgYqhDmy3uYGhNN16CKzQ.jpg,Everything is connected,"Romance, Thriller","Maddock Films, Illuminati Films Pvt Ltd",India,"Hindi, English",
435737,Rufus 2,7.531,49,Released,2018-04-16,0,46,False,/sGsBCDckXS0orcZ6mfWyCr1PE1Q.jpg,0,http://www.nick.com/rufus-movie/,tt5687968,en,Rufus 2,Rufus is a dog but turns into a human with a pendant. He meets a girl named Kat who asks him to go out. Kat is a cat who can also turn into a human as well.,5.077,/bcAWtUu09ylQDhDKrKkAW9S7lA4.jpg,Paws meets Claws,"TV Movie, Family, Comedy, Fantasy",Nickelodeon Productions,United States of America,"English, French","friendship, cat, amulet, anthropomorphism, dog, teenager, tv movie"
241224,Wonder Woman,6.163,49,Released,2013-09-29,0,3,False,/eGe2I5Hr7PXCxwtbcsB1akDOAQS.jpg,0,http://rainfall.tv/wonderwoman/,tt3439676,en,Wonder Woman,It's one hundred and fifty seconds of pure fantasy.,4.197,/qN82e4CJub3ix9qgCsZYCQQRq84.jpg,,"Action, Fantasy, Science Fiction",Rainfall Films,United States of America,English,"based on comic, female protagonist, super power"
